,S. Agostin,S. Angelo,Angelo Rafael,S. Antonino,S. Aponal,S. Barnaba,S. Basilio,S. Basso,S. Biagio,S. Bartolomeo,S. Canziano,S. Croce,S. Eufemia,S. Felice,S. Fosca,S. Geremia,S. Giacomo dell'Orio,S. Giovanni di Rialto,S. Giovanni Crisostomo,S. Giovanni Battista in Bragora,S. Giovanni Novo,S. Lio,S. Luca,S. Leonardo,S. Marcilian,S. Marco,S. Marcuola,S. Margherita,S. Maria Formosa,S. Maria Maddalena,S. Maria Nova,S. Maria Zobenigo,S. Marina,S. Mattio,S. Maurizio,S. Moisé,S. Nicola,S. Pantalon,S. Paternian,S. Pietro di Castello,S. Polo,S. Samuele,S. Severo,S. Silvestro,S. Simon Grande,S. Sofia,S. Stae,S. Stin,S. Tomà,S. Trovaso,S. Vidal,S. Ziminian,S. Zulian,S. Apostoli
1629-03-22,0,0,0,0.0,1,0,1.0,0,0,0,0,0,2,0,0.0,1.0,2.0,0,0,1,0,0,0,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0,1,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,1,0,2,0
1629-03-23,0,0,1,0.0,1,2,0.0,0,0,0,0,0,2,0,0.0,0.0,0.0,1,0,2,0,0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-03-24,0,0,1,0.0,1,0,0.0,0,0,0,1,2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,2.0,0,0,0,0,0,0,0,0,1,1.0,0.0,0,1,2.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0,0,1,0
1629-03-25,0,0,2,0.0,0,0,0.0,1,0,0,0,0,0,0,0.0,2.0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,1.0,0,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,0
1629-03-26,0,0,1,0.0,1,0,0.0,0,0,0,1,0,2,0,0.0,0.0,1.0,0,0,1,0,0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0,1,0.0,0.0,1,0,0.0,0,0.0,0,0,0,0,0
1629-03-27,0,0,0,0.0,1,3,2.0,0,0,0,0,0,0,2,0.0,0.0,1.0,0,0,2,0,1,1,0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,3,0.0,0,0.0,1.0,1,0,0.0,2,0.0,0,0,0,0,0
1629-03-28,0,0,0,0.0,1,0,0.0,0,0,0,2,0,0,0,0.0,2.0,0.0,0,1,0,0,0,0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,0,1.0,0.0,0,1,0.0,1,0.0,1.0,0,1,0.0,0,0.0,0,0,0,1,0
1629-03-29,0,0,1,0.0,1,0,1.0,0,0,0,0,2,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0.0,0,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0,0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,1,0,1,0
1629-03-30,0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,0,0,0,2,0,0,1,0.0,0,1.0,0,0,0,0,1,0,1,0,1,1.0,0.0,1,1,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0,0,0,1
1629-03-31,0,1,0,0.0,0,0,1.0,0,0,0,0,0,3,0,0.0,2.0,0.0,0,0,2,0,1,1,0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,1.0,0.0,0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1
1629-04-01,0,0,0,0.0,0,0,1.0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0,0,0.0,2.0,0,0,1.0,0,0.0,1.0,0,1,0.0,0,0.0,1,0,0,0,0
1629-04-02,0,1,0,1.0,0,1,0.0,0,0,0,1,0,0,1,0.0,1.0,1.0,0,0,1,0,1,1,0,0.0,0,1.0,0,1,0,0,0,0,0,0,1,2.0,0.0,1,1,0.0,0,0.0,0.0,0,0,0.0,1,0.0,0,0,0,0,2
1629-04-03,0,0,0,0.0,1,1,0.0,0,0,1,3,0,1,0,0.0,2.0,0.0,0,0,0,0,0,1,0,0.0,1,0.0,1,0,0,0,1,0,1,0,2,0.0,0.0,1,1,0.0,1,0.0,1.0,0,1,0.0,0,0.0,0,1,1,1,0
1629-04-04,0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,1,2.0,0,0,0,1,0,1,0,0,1,3.0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0
1629-04-05,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,2.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,5.0,2.0,1,0,0.0,1,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-04-06,0,0,0,1.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0.0,3,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0,0,0,0
1629-04-07,0,2,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0.0,0,3.0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,1,0.0,0,0.0,0.0,1,1,0.0,0,0.0,0,0,1,3,3
1629-04-08,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0.0,1.0,0,1,1,0,1,0,0,0.0,1,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-04-09,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0,3.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-04-10,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,2.0,0.0,0,0,2,0,0,0,0,0.0,0,1.0,1,1,0,0,0,0,0,0,1,1.0,0.0,0,1,0.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,1
1629-04-11,0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0.0,1.0,1.0,0,0,0,0,1,0,0,0.0,0,1.0,0,2,0,1,0,2,0,1,0,3.0,0.0,1,1,0.0,0,0.0,0.0,0,1,0.0,0,0.0,1,0,0,0,1
1629-04-12,0,0,0,0.0,1,0,0.0,0,0,0,0,1,1,0,0.0,2.0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0.0,1.0,0,1,0.0,0,0.0,1.0,3,0,0.0,1,0.0,0,0,0,0,1
1629-04-13,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,0.0,0,0,1.0,0,0.0,1.0,0,1,0.0,0,0.0,0,0,0,1,1
1629-04-14,0,0,0,0.0,0,2,0.0,0,1,0,1,2,1,0,0.0,2.0,1.0,0,0,1,0,0,0,0,0.0,0,1.0,0,1,0,0,0,1,0,0,1,0.0,1.0,0,0,0.0,0,0.0,0.0,1,1,0.0,0,0.0,1,0,0,0,0
1629-04-15,0,1,0,2.0,0,0,0.0,0,0,0,1,1,1,1,0.0,0.0,1.0,0,0,1,0,0,0,0,0.0,0,1.0,0,1,0,1,0,0,0,0,0,2.0,1.0,0,4,0.0,0,0.0,0.0,1,0,0.0,0,0.0,1,1,0,0,1
1629-04-16,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,2,3.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,1,0.0,0,0,0,0,3
1629-04-17,0,0,0,0.0,2,1,0.0,1,0,0,2,0,1,0,0.0,1.0,1.0,0,0,1,0,0,0,0,0.0,1,0.0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,0,0,1,1
1629-04-18,0,1,0,0.0,1,0,0.0,0,0,2,2,0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,0.0,2,0.0,0,2,0,0,0,2,0,0,1,1.0,1.0,0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,1,0,0,0
1629-04-19,0,0,1,1.0,0,0,0.0,0,0,0,0,0,1,0,0.0,3.0,0.0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0
1629-04-20,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,1,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0.0,1.0,0,1,0.0,0,0.0,1.0,1,0,0.0,0,0.0,0,0,0,0,0
1629-04-21,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,1,0,1,0,0,0,0,0.0,0,0.0,0,3,0,0,0,0,0,0,1,1.0,1.0,0,0,0.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,0,1,0
1629-04-22,0,0,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,1.0,0,1,2,2,0,0,0,0.0,0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,3
1629-04-23,0,1,1,0.0,1,0,1.0,0,0,0,0,0,1,0,0.0,1.0,2.0,0,0,1,0,0,0,0,0.0,0,2.0,0,0,0,0,1,1,0,0,1,2.0,0.0,0,2,0.0,1,0.0,0.0,0,2,0.0,0,0.0,1,0,1,1,0
1629-04-24,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,1,1.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0,2,1.0,0,0.0,1.0,1,1,0.0,0,0.0,0,0,0,0,1
1629-04-25,0,0,2,0.0,0,0,1.0,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,3,0,1,0,0,0.0,0,2.0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,0,0.0,0,0.0,0.0,0,1,0.0,0,0.0,1,0,0,1,1
1629-04-26,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0.0,1.0,0.0,1,0,1,0,0,0,0,0.0,0,1.0,0,0,1,0,1,0,0,0,0,0.0,2.0,0,0,0.0,0,0.0,0.0,0,1,0.0,0,0.0,1,0,1,0,1
1629-04-27,1,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0,0,0,1,0,0,2,0,0.0,0,2.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-04-28,0,0,0,0.0,1,0,0.0,0,0,1,1,0,0,0,0.0,1.0,0.0,0,0,3,1,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0,2,1
1629-04-29,0,0,3,0.0,1,0,1.0,0,0,0,0,0,0,0,0.0,3.0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0.0,1.0,2,0,0.0,0,0.0,1,0,1,0,0
1629-04-30,0,1,1,1.0,1,0,0.0,0,0,0,1,0,0,0,0.0,1.0,1.0,0,0,2,0,0,1,0,0.0,1,1.0,0,1,1,0,0,2,0,0,0,0.0,1.0,1,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-05-01,0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0.0,2.0,0.0,0,0,0,0,0,0,0,0.0,1,2.0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-05-02,0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,1,0.0,1.0,2.0,0,0,0,0,0,2,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,2,0.0,0,0.0,0,0,2,1,1
1629-05-03,0,0,2,0.0,0,0,1.0,0,0,1,0,0,1,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,1
1629-05-04,0,1,0,0.0,0,0,0.0,0,0,0,0,0,1,2,0.0,1.0,0.0,0,0,0,0,0,1,0,0.0,1,2.0,1,0,0,0,0,0,0,0,3,0.0,0.0,0,0,0.0,2,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,2
1629-05-05,0,0,1,0.0,0,0,1.0,0,0,1,0,1,1,1,0.0,3.0,1.0,0,0,1,0,0,1,0,0.0,0,0.0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,2,0.0,0,0.0,0.0,2,0,0.0,0,0.0,0,0,0,0,0
1629-05-06,0,0,0,1.0,0,0,0.0,0,0,0,0,1,0,0,0.0,2.0,0.0,0,0,1,0,0,0,0,0.0,0,5.0,0,2,0,0,0,0,1,0,2,0.0,1.0,0,0,0.0,0,0.0,0.0,0,1,0.0,1,0.0,0,0,0,0,1
1629-05-07,1,0,0,1.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0,1,0,0,0,1,0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1.0,2,1,0.0,0,0.0,1,0,0,1,1
1629-05-08,0,0,0,0.0,0,0,1.0,0,0,0,0,0,2,1,0.0,1.0,0.0,0,1,1,0,1,1,0,0.0,0,0.0,1,1,0,0,0,0,0,0,2,0.0,1.0,0,1,0.0,1,0.0,1.0,0,0,0.0,0,0.0,0,0,0,1,3
1629-05-09,0,1,0,1.0,0,1,2.0,0,1,0,0,0,0,0,0.0,2.0,1.0,0,0,1,0,0,1,1,0.0,0,0.0,1,3,1,0,0,0,0,0,1,1.0,0.0,0,1,1.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,0
1629-05-10,0,0,0,0.0,0,0,0.0,0,0,0,2,0,1,0,0.0,1.0,2.0,0,0,1,0,0,1,0,0.0,0,2.0,0,0,1,0,0,0,0,0,0,1.0,0.0,0,0,1.0,1,0.0,2.0,0,0,0.0,0,0.0,0,0,2,2,0
1629-05-11,0,1,1,1.0,0,0,2.0,0,0,0,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,0,0.0,0,2.0,1,3,0,0,0,0,0,0,0,2.0,1.0,0,1,1.0,0,0.0,3.0,1,0,0.0,0,0.0,2,0,0,1,0
1629-05-12,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0.0,2.0,1.0,2,1,3,0,0,0,0,0.0,0,1.0,2,2,0,0,1,0,0,0,0,1.0,0.0,0,2,0.0,2,0.0,0.0,1,1,0.0,0,0.0,1,0,0,0,1
1629-05-13,0,0,0,1.0,0,0,0.0,0,0,0,0,1,2,1,0.0,2.0,1.0,0,0,0,0,0,0,0,0.0,0,1.0,1,0,0,0,1,1,0,1,1,0.0,1.0,0,0,0.0,0,0.0,0.0,2,0,0.0,1,0.0,0,0,0,1,1
1629-05-14,0,1,0,0.0,0,0,2.0,0,0,0,0,0,1,0,0.0,0.0,1.0,0,0,0,0,0,1,0,0.0,1,3.0,0,1,0,1,0,1,0,1,3,1.0,0.0,0,1,1.0,0,0.0,2.0,0,1,0.0,0,0.0,1,0,0,2,1
1629-05-15,0,0,1,1.0,0,0,1.0,0,1,0,0,0,1,0,0.0,3.0,1.0,0,0,0,0,1,1,0,0.0,1,0.0,0,2,0,0,0,1,0,0,1,2.0,0.0,1,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0,1,1
1629-05-16,0,0,0,0.0,0,2,3.0,0,1,0,0,0,0,1,0.0,1.0,1.0,1,0,0,0,0,1,0,0.0,0,2.0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,3,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,0,0,1,2
1629-05-17,0,0,0,1.0,1,0,0.0,0,0,1,1,2,0,1,0.0,1.0,0.0,0,1,0,0,0,2,0,0.0,0,3.0,2,0,1,0,0,3,1,0,1,0.0,0.0,0,0,1.0,1,0.0,0.0,0,1,0.0,0,0.0,0,0,0,0,0
1629-05-18,0,1,2,0.0,0,0,0.0,0,0,1,0,2,0,2,0.0,2.0,0.0,0,1,1,2,1,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0,0,0
1629-05-19,0,0,0,0.0,1,1,0.0,0,0,0,1,0,1,1,0.0,1.0,0.0,1,0,0,0,0,2,0,0.0,0,1.0,1,0,1,0,0,0,0,0,0,0.0,3.0,0,0,0.0,0,0.0,2.0,2,0,0.0,0,0.0,0,0,0,0,2
1629-05-20,0,0,1,0.0,0,1,0.0,0,0,0,2,1,0,1,0.0,0.0,1.0,1,0,1,1,1,1,0,0.0,0,4.0,0,3,0,0,1,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,1.0,1,0,0.0,0,0.0,1,0,0,1,4
1629-05-21,0,0,1,0.0,1,0,2.0,0,0,0,1,2,2,0,0.0,1.0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0.0,1.0,0,0,0.0,0,0.0,1,0,0,0,3
1629-05-22,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,4.0,0,1,0,0,0,1,0,0,1,0.0,1.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,1
1629-05-23,2,0,0,1.0,0,0,1.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,1,0,0,1
1629-05-24,0,0,1,0.0,0,0,0.0,0,0,1,1,0,1,0,0.0,1.0,0.0,0,1,0,1,1,0,0,0.0,0,3.0,3,0,0,0,1,2,0,0,1,2.0,1.0,0,0,0.0,0,0.0,0.0,0,2,0.0,0,0.0,1,2,1,1,1
1629-05-25,1,1,0,0.0,0,0,1.0,0,0,0,3,1,1,0,0.0,3.0,0.0,0,1,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,5,0.0,0.0,0,0,1.0,0,0.0,0.0,0,2,0.0,0,0.0,0,0,0,0,0
1629-05-26,0,1,3,0.0,0,0,0.0,0,0,0,3,1,1,2,0.0,1.0,0.0,0,0,1,0,1,1,0,0.0,0,3.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,2
1629-05-27,1,1,1,0.0,1,0,0.0,0,0,0,3,1,0,0,0.0,2.0,1.0,0,0,0,0,0,1,0,0.0,1,1.0,0,1,0,0,0,1,0,0,0,1.0,0.0,0,2,1.0,2,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0
1629-05-28,0,0,1,0.0,0,0,2.0,0,0,0,1,0,0,0,0.0,1.0,0.0,1,1,0,0,0,0,0,0.0,1,1.0,1,2,1,0,0,0,0,1,0,0.0,0.0,0,3,0.0,0,0.0,2.0,1,2,0.0,0,0.0,2,0,0,1,2
1629-05-29,0,0,1,0.0,0,1,0.0,0,0,0,1,0,4,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,1.0,1,1,1,0,0,1,0,0,1,0.0,0.0,1,0,0.0,0,0.0,2.0,0,0,0.0,0,0.0,1,0,1,1,1
1629-05-30,0,0,2,0.0,1,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,2,0,2,0,0,0,1,0.0,1,1.0,0,1,0,0,0,0,0,0,3,1.0,0.0,0,0,0.0,0,0.0,0.0,1,1,0.0,1,0.0,0,0,0,1,1
1629-05-31,0,0,0,0.0,0,1,1.0,0,0,0,1,0,1,1,0.0,1.0,0.0,0,1,0,1,0,0,0,0.0,2,1.0,2,1,0,0,0,0,0,0,0,0.0,0.0,0,3,0.0,0,0.0,2.0,0,1,0.0,0,0.0,1,0,0,0,0
1629-06-01,0,0,1,0.0,1,0,0.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0,0,1,0,0,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,1,0.0,1.0,0,3,0.0,0,0.0,0.0,0,2,0.0,0,0.0,2,0,1,0,1
1629-06-02,0,1,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0.0,1.0,1.0,0,0,1,0,1,0,0,0.0,1,2.0,0,1,1,1,2,1,0,0,0,0.0,0.0,0,4,0.0,1,0.0,0.0,1,0,0.0,0,0.0,1,1,0,0,0
1629-06-03,1,0,0,0.0,1,0,0.0,0,0,0,3,0,0,0,0.0,1.0,1.0,0,0,2,0,0,0,0,0.0,0,0.0,0,1,0,0,0,1,0,0,2,0.0,0.0,0,0,0.0,0,0.0,0.0,3,2,0.0,0,0.0,0,0,2,0,1
1629-06-04,0,0,0,1.0,0,0,0.0,0,0,0,1,0,1,1,0.0,1.0,1.0,0,0,1,1,0,1,1,0.0,0,1.0,0,2,0,0,0,0,0,0,1,3.0,1.0,0,3,0.0,0,0.0,0.0,1,1,0.0,0,0.0,2,0,0,0,1
1629-06-05,1,0,0,0.0,0,1,0.0,2,0,1,1,0,2,1,0.0,1.0,0.0,1,0,0,1,0,0,0,0.0,0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,3,1,1,0,1
1629-06-06,0,0,0,0.0,0,0,1.0,0,0,0,2,1,1,0,0.0,2.0,0.0,0,0,2,0,1,0,0,0.0,0,0.0,1,1,1,0,0,0,1,0,3,0.0,1.0,0,2,0.0,0,0.0,0.0,2,0,0.0,0,0.0,0,1,0,6,2
1629-06-07,0,1,3,0.0,0,2,1.0,1,0,1,0,0,1,0,0.0,2.0,0.0,0,1,0,0,0,1,0,0.0,0,1.0,2,2,0,0,0,0,0,1,3,1.0,0.0,0,3,1.0,0,0.0,1.0,0,0,0.0,0,0.0,0,0,1,1,2
1629-06-08,0,1,0,0.0,0,1,0.0,0,1,0,1,0,0,0,0.0,1.0,0.0,1,1,2,0,0,0,0,0.0,0,1.0,0,0,0,1,0,0,0,0,0,0.0,3.0,1,2,2.0,1,0.0,3.0,1,0,0.0,0,0.0,0,0,0,1,0
1629-06-09,0,0,0,0.0,1,0,1.0,1,0,0,1,0,1,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,3.0,0,1,0,0,0,0,0,0,1,1.0,0.0,1,1,0.0,1,0.0,0.0,1,1,0.0,0,0.0,2,1,0,0,2
1629-06-10,0,0,0,1.0,0,1,0.0,0,0,0,1,1,1,0,0.0,1.0,2.0,1,0,1,1,0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0,1,1.0,1,0.0,0.0,1,0,0.0,0,0.0,0,0,1,0,2
1629-06-11,0,1,0,0.0,0,2,2.0,0,0,2,1,0,2,0,0.0,4.0,2.0,0,2,0,0,1,2,0,0.0,1,2.0,0,0,0,0,0,0,0,0,2,2.0,1.0,0,2,0.0,0,0.0,0.0,1,0,0.0,1,0.0,0,0,1,1,0
1629-06-12,0,1,1,0.0,0,1,0.0,0,2,0,0,2,0,0,0.0,0.0,0.0,1,0,2,0,0,0,1,0.0,1,1.0,0,3,0,0,0,0,0,1,0,2.0,1.0,0,4,0.0,0,0.0,1.0,0,2,0.0,1,0.0,2,0,0,2,2
1629-06-13,0,0,0,1.0,1,2,2.0,0,0,0,0,0,4,0,0.0,3.0,1.0,0,2,0,0,1,0,0,0.0,2,1.0,0,0,0,0,0,0,1,0,1,1.0,0.0,0,1,1.0,0,0.0,0.0,1,0,0.0,0,0.0,2,0,0,2,1
1629-06-14,0,1,1,0.0,0,0,3.0,0,0,0,0,4,5,0,0.0,3.0,0.0,0,1,2,2,1,0,0,0.0,0,3.0,1,2,0,0,0,1,0,0,1,0.0,1.0,0,2,1.0,0,0.0,0.0,1,2,0.0,0,0.0,0,0,0,2,2
1629-06-15,0,1,2,2.0,0,0,0.0,0,0,1,3,3,0,0,0.0,2.0,1.0,0,0,1,0,0,0,1,0.0,1,0.0,1,1,0,0,0,0,0,0,5,1.0,0.0,0,2,0.0,0,0.0,0.0,1,1,0.0,1,0.0,0,0,1,1,0
1629-06-16,0,0,0,1.0,0,0,1.0,0,0,1,0,1,0,0,0.0,2.0,1.0,0,0,1,2,0,0,0,0.0,1,1.0,0,0,1,1,0,0,1,0,3,0.0,0.0,0,1,0.0,0,0.0,0.0,2,0,0.0,0,0.0,1,0,0,2,0
1629-06-17,0,0,1,0.0,1,0,0.0,1,0,0,0,0,0,0,0.0,1.0,1.0,0,1,2,0,2,0,0,0.0,0,6.0,0,0,1,0,0,0,1,0,0,0.0,4.0,0,2,0.0,0,0.0,1.0,3,3,0.0,0,0.0,0,1,1,1,2
1629-06-18,0,0,0,0.0,1,0,1.0,0,1,0,2,0,0,1,0.0,1.0,0.0,0,0,3,0,0,2,0,0.0,0,2.0,1,2,0,0,0,0,0,0,2,1.0,0.0,0,4,2.0,0,0.0,0.0,0,0,0.0,0,0.0,2,0,1,0,2
1629-06-19,0,0,0,1.0,0,0,0.0,0,0,0,0,0,2,0,0.0,2.0,2.0,0,0,0,0,0,2,0,0.0,0,2.0,1,0,0,2,1,1,0,0,0,0.0,0.0,0,3,0.0,0,0.0,0.0,0,2,0.0,0,0.0,0,1,0,0,1
1629-06-20,0,1,1,0.0,1,0,0.0,0,0,0,0,0,1,2,0.0,1.0,0.0,1,1,1,0,0,1,0,0.0,0,0.0,0,1,0,0,0,0,0,2,0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,0,0.0,1,0.0,1,0,0,0,1
1629-06-21,0,3,0,0.0,0,0,0.0,0,0,0,1,1,2,0,0.0,3.0,2.0,0,0,1,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,2,0.0,0,0.0,0.0,1,0,0.0,0,0.0,1,0,1,0,2
1629-06-22,0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,0,0.0,0,1.0,1,0,0,0,0,2,0,0,0,0.0,0.0,1,2,0.0,1,0.0,0.0,1,1,0.0,0,0.0,1,0,0,2,1
1629-06-23,0,1,1,0.0,1,0,0.0,0,0,0,0,0,2,0,0.0,1.0,0.0,0,1,3,1,1,1,0,0.0,1,1.0,0,4,0,0,0,0,0,0,0,1.0,2.0,0,2,1.0,0,0.0,2.0,1,1,0.0,1,0.0,2,0,0,1,1
