,fitted_values
Ih0,48.233387942417174
r,0.014827972450524918
Kr,2.0903793544654383
br,6.757518742002494
Z,2.2840527518128706
rr,8.006413816414764
rf,0.0029342203653857264
Kf,4.699972558759102
df,0.7103619666069901
bh,3.1034722625392908
rh,12.500465521667829
ph,0.9995824047882977
