,fitted_values
Ih0,50.11738571876916
r,0.008642449575847247
Kr,3.0291289287465735
br,31.34474114664474
Z,1.7554044987949766
rr,12.562492373917149
rf,0.0002977304510050833
Kf,1.9575544705999444
df,46.09072493737242
bh,1.7989455964998196
rh,27.019402839640296
ph,0.9996188424878754
